notes,Cleaned_Column
"2022-06-13 09:14:23 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:91093"" target=""_blank"">Orion Alert Details</a>[/code]

","20220613 091423  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat91093 target_blankorion alert detailsacode

"
"2022-06-14 08:18:47 - SolarWinds Integration (Work notes)
Orion alert has been reactivated.

2022-06-13 09:49:57 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:91676"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-13 08:29:28 - Sugandhipriya Rangaswamy (Work notes)
Out of scope for Service Desk. Hence assigning it to the concerned team.

","20220614 081847  solarwinds integration work notes
orion alert has been reactivated

20220613 094957  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat91676 target_blankorion alert detailsacode

20220613 082928  sugandhipriya rangaswamy work notes
out of scope for service desk hence assigning it to the concerned team

"
"2022-06-14 00:24:38 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:81187"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-13 08:29:28 - Sugandhipriya Rangaswamy (Work notes)
Out of scope for Service Desk. Hence assigning it to the concerned team.

","20220614 002438  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat81187 target_blankorion alert detailsacode

20220613 082928  sugandhipriya rangaswamy work notes
out of scope for service desk hence assigning it to the concerned team

"
"2022-06-13 08:45:43 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:97536"" target=""_blank"">Orion Alert Details</a>[/code]

","20220613 084543  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat97536 target_blankorion alert detailsacode

"
"2022-06-13 08:45:45 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:97535"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-13 08:38:05 - Sugandhipriya Rangaswamy (Work notes)
Out of scope for Service Desk. Hence assigning it to the concerned team.

","20220613 084545  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat97535 target_blankorion alert detailsacode

20220613 083805  sugandhipriya rangaswamy work notes
out of scope for service desk hence assigning it to the concerned team

"
"2022-06-13 09:24:56 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:97601"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-13 08:40:11 - Sugandhipriya Rangaswamy (Work notes)
Out of scope for Service Desk. Hence assigning it to the concerned team.

","20220613 092456  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat97601 target_blankorion alert detailsacode

20220613 084011  sugandhipriya rangaswamy work notes
out of scope for service desk hence assigning it to the concerned team

"
"2022-06-14 08:25:26 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:94905"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-14 08:03:47 - SolarWinds Integration (Work notes)
Orion alert has been reactivated.

2022-06-13 10:24:58 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:94905"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-13 10:03:21 - SolarWinds Integration (Work notes)
Orion alert has been reactivated.

2022-06-13 09:34:56 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:94905"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-13 08:40:11 - Sugandhipriya Rangaswamy (Work notes)
Out of scope for Service Desk. Hence assigning it to the concerned team.

","20220614 082526  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat94905 target_blankorion alert detailsacode

20220614 080347  solarwinds integration work notes
orion alert has been reactivated

20220613 102458  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat94905 target_blankorion alert detailsacode

20220613 100321  solarwinds integration work notes
orion alert has been reactivated

20220613 093456  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat94905 target_blankorion alert detailsacode

20220613 084011  sugandhipriya rangaswamy work notes
out of scope for service desk hence assigning it to the concerned team

"
"2022-06-13 09:15:44 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:97534"" target=""_blank"">Orion Alert Details</a>[/code]

","20220613 091544  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat97534 target_blankorion alert detailsacode

"
"2022-06-13 09:15:46 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:97490"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-13 08:41:11 - Sugandhipriya Rangaswamy (Work notes)
Out of scope for Service Desk. Hence assigning it to the concerned team.

","20220613 091546  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat97490 target_blankorion alert detailsacode

20220613 084111  sugandhipriya rangaswamy work notes
out of scope for service desk hence assigning it to the concerned team

"
"2022-06-24 09:19:43 - Richard Williamsgnanamuttu (Work notes)
Application: SQL Components 

Application Component: SQL Server (MSSQLSERVER)

Application State: Up

Node Name : CAV-SQLDW01

IP Address: 192.168.50.67

Component Statistic Data:

2022-06-19 11:59:47 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:83188"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-19 11:49:47 - SolarWinds Integration (Work notes)
Orion alert has been reactivated.

2022-06-13 09:46:45 - Bhaskararao Singothu (Work notes)
We can't do any house keeping on D drive since it is hosting SQL Server data files and we won't be able to shrink them. 
Hence, requested windows team to add 200GB more space

2022-06-13 09:43:56 - Bhaskararao Singothu (Work notes)
WIP

2022-06-13 08:53:02 - Sugandhipriya Rangaswamy (Work notes)
Out of scope for Service Desk. Hence assigning it to the concerned team.

2022-06-13 08:49:24 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:83188"" target=""_blank"">Orion Alert Details</a>[/code]

","20220624 091943  richard williamsgnanamuttu work notes
application sql components 

application component sql server mssqlserver

application state up

node name  cavsqldw01

ip address 1921685067

component statistic data

20220619 115947  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat83188 target_blankorion alert detailsacode

20220619 114947  solarwinds integration work notes
orion alert has been reactivated

20220613 094645  bhaskararao singothu work notes
we cant do any house keeping on d drive since it is hosting sql server data files and we wont be able to shrink them 
hence requested windows team to add 200gb more space

20220613 094356  bhaskararao singothu work notes
wip

20220613 085302  sugandhipriya rangaswamy work notes
out of scope for service desk hence assigning it to the concerned team

20220613 084924  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat83188 target_blankorion alert detailsacode

"
"2022-06-13 09:25:14 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:97679"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-13 09:03:37 - Sugandhipriya Rangaswamy (Work notes)
Out of scope for Service Desk. Hence assigning it to the concerned team.

","20220613 092514  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat97679 target_blankorion alert detailsacode

20220613 090337  sugandhipriya rangaswamy work notes
out of scope for service desk hence assigning it to the concerned team

"
"2022-06-13 09:59:55 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:68744"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-13 09:08:56 - Sugandhipriya Rangaswamy (Work notes)
Out of scope for Service Desk. Hence assigning it to the concerned team.

","20220613 095955  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat68744 target_blankorion alert detailsacode

20220613 090856  sugandhipriya rangaswamy work notes
out of scope for service desk hence assigning it to the concerned team

"
"2022-06-13 10:45:16 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:97678"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-13 10:20:16 - SolarWinds Integration (Work notes)
Orion alert has been reactivated.

2022-06-13 10:00:15 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:97678"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-13 09:10:33 - Sugandhipriya Rangaswamy (Work notes)
Out of scope for Service Desk. Hence assigning it to the concerned team.

","20220613 104516  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat97678 target_blankorion alert detailsacode

20220613 102016  solarwinds integration work notes
orion alert has been reactivated

20220613 100015  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat97678 target_blankorion alert detailsacode

20220613 091033  sugandhipriya rangaswamy work notes
out of scope for service desk hence assigning it to the concerned team

"
"2022-06-15 00:35:13 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:81084"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-14 09:53:51 - Krishnakumar Muvva (Work notes)
issue will resolve post server reboot

2022-06-14 01:49:16 - SolarWinds Integration (Work notes)
Orion alert has been reactivated.

2022-06-14 00:34:38 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:81084"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-13 09:29:02 - Sugandhipriya Rangaswamy (Work notes)
Out of scope for Service Desk. Hence assigning it to the concerned team.

","20220615 003513  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat81084 target_blankorion alert detailsacode

20220614 095351  krishnakumar muvva work notes
issue will resolve post server reboot

20220614 014916  solarwinds integration work notes
orion alert has been reactivated

20220614 003438  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat81084 target_blankorion alert detailsacode

20220613 092902  sugandhipriya rangaswamy work notes
out of scope for service desk hence assigning it to the concerned team

"
"2022-06-14 00:19:37 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:81191"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-13 09:29:02 - Sugandhipriya Rangaswamy (Work notes)
Out of scope for Service Desk. Hence assigning it to the concerned team.

","20220614 001937  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat81191 target_blankorion alert detailsacode

20220613 092902  sugandhipriya rangaswamy work notes
out of scope for service desk hence assigning it to the concerned team

"
"2022-06-14 00:24:38 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:81762"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-13 09:29:02 - Sugandhipriya Rangaswamy (Work notes)
Out of scope for Service Desk. Hence assigning it to the concerned team.

","20220614 002438  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat81762 target_blankorion alert detailsacode

20220613 092902  sugandhipriya rangaswamy work notes
out of scope for service desk hence assigning it to the concerned team

"
"2022-06-13 09:52:22 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:84755"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-13 09:33:57 - Sugandhipriya Rangaswamy (Work notes)
Out of scope for Service Desk. Hence assigning it to the concerned team.

","20220613 095222  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat84755 target_blankorion alert detailsacode

20220613 093357  sugandhipriya rangaswamy work notes
out of scope for service desk hence assigning it to the concerned team

"
"2022-06-13 10:10:50 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:83461"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-13 10:00:51 - SolarWinds Integration (Work notes)
Orion alert has been reactivated.

2022-06-13 09:40:49 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:83461"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-13 09:38:11 - Sugandhipriya Rangaswamy (Work notes)
Out of scope for Service Desk. Hence assigning it to the concerned team.

","20220613 101050  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat83461 target_blankorion alert detailsacode

20220613 100051  solarwinds integration work notes
orion alert has been reactivated

20220613 094049  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat83461 target_blankorion alert detailsacode

20220613 093811  sugandhipriya rangaswamy work notes
out of scope for service desk hence assigning it to the concerned team

"
"2022-06-14 00:24:38 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:81324"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-13 09:42:22 - Sugandhipriya Rangaswamy (Work notes)
Out of scope for Service Desk. Hence assigning it to the concerned team.

","20220614 002438  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat81324 target_blankorion alert detailsacode

20220613 094222  sugandhipriya rangaswamy work notes
out of scope for service desk hence assigning it to the concerned team

"
"2022-06-13 10:48:39 - Anil Antoney (Work notes)
Informed to Network team

2022-06-13 10:26:09 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:72569"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-13 10:15:08 - SolarWinds Integration (Work notes)
Orion alert has been reactivated.

2022-06-13 09:56:04 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:72569"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-13 09:55:16 - Sugandhipriya Rangaswamy (Work notes)
Out of scope for Service Desk. Hence assigning it to the concerned team.

","20220613 104839  anil antoney work notes
informed to network team

20220613 102609  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat72569 target_blankorion alert detailsacode

20220613 101508  solarwinds integration work notes
orion alert has been reactivated

20220613 095604  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat72569 target_blankorion alert detailsacode

20220613 095516  sugandhipriya rangaswamy work notes
out of scope for service desk hence assigning it to the concerned team

"
"2022-06-13 14:15:24 - SolarWinds Integration (Work notes)
Orion alert has been reactivated.

2022-06-13 13:55:23 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:97679"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-13 13:45:23 - SolarWinds Integration (Work notes)
Orion alert has been reactivated.

2022-06-13 13:25:22 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:97679"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-13 12:45:21 - SolarWinds Integration (Work notes)
Orion alert has been reactivated.

2022-06-13 12:25:19 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:97679"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-13 11:45:19 - SolarWinds Integration (Work notes)
Orion alert has been reactivated.

2022-06-13 11:10:17 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:97679"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-13 10:55:29 - Sreenath Nair (Work notes)
Windows 10

2022-06-13 10:30:17 - SolarWinds Integration (Work notes)
Orion alert has been reactivated.

2022-06-13 10:10:15 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:97679"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-13 10:02:27 - Sugandhipriya Rangaswamy (Work notes)
Out of scope for Service Desk. Hence assigning it to the concerned team.

","20220613 141524  solarwinds integration work notes
orion alert has been reactivated

20220613 135523  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat97679 target_blankorion alert detailsacode

20220613 134523  solarwinds integration work notes
orion alert has been reactivated

20220613 132522  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat97679 target_blankorion alert detailsacode

20220613 124521  solarwinds integration work notes
orion alert has been reactivated

20220613 122519  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat97679 target_blankorion alert detailsacode

20220613 114519  solarwinds integration work notes
orion alert has been reactivated

20220613 111017  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat97679 target_blankorion alert detailsacode

20220613 105529  sreenath nair work notes
windows 10

20220613 103017  solarwinds integration work notes
orion alert has been reactivated

20220613 101015  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat97679 target_blankorion alert detailsacode

20220613 100227  sugandhipriya rangaswamy work notes
out of scope for service desk hence assigning it to the concerned team

"
"2022-06-14 09:54:27 - SolarWinds Integration (Work notes)
Orion alert has been reactivated.

2022-06-14 00:24:38 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:81171"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-13 10:09:39 - Sugandhipriya Rangaswamy (Work notes)
Out of scope for Service Desk. Hence assigning it to the concerned team.

","20220614 095427  solarwinds integration work notes
orion alert has been reactivated

20220614 002438  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat81171 target_blankorion alert detailsacode

20220613 100939  sugandhipriya rangaswamy work notes
out of scope for service desk hence assigning it to the concerned team

"
"2022-06-13 10:14:21 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:51037"" target=""_blank"">Orion Alert Details</a>[/code]

","20220613 101421  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat51037 target_blankorion alert detailsacode

"
"2022-06-13 10:15:28 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:95516"" target=""_blank"">Orion Alert Details</a>[/code]

","20220613 101528  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat95516 target_blankorion alert detailsacode

"
"2022-06-13 10:18:08 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:72568"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-13 10:16:27 - Sugandhipriya Rangaswamy (Work notes)
Out of scope for Service Desk. Hence assigning it to the concerned team.

","20220613 101808  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat72568 target_blankorion alert detailsacode

20220613 101627  sugandhipriya rangaswamy work notes
out of scope for service desk hence assigning it to the concerned team

"
"2022-06-13 10:16:28 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:95515"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-13 10:16:27 - Sugandhipriya Rangaswamy (Work notes)
Out of scope for Service Desk. Hence assigning it to the concerned team.

","20220613 101628  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat95515 target_blankorion alert detailsacode

20220613 101627  sugandhipriya rangaswamy work notes
out of scope for service desk hence assigning it to the concerned team

"
"2022-06-13 10:21:28 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:90696"" target=""_blank"">Orion Alert Details</a>[/code]

","20220613 102128  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat90696 target_blankorion alert detailsacode

"
"2022-06-13 11:00:53 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:83461"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-13 10:55:53 - SolarWinds Integration (Work notes)
Orion alert has been reactivated.

2022-06-13 10:40:52 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:83461"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-13 10:32:05 - Sugandhipriya Rangaswamy (Work notes)
Out of scope for Service Desk. Hence assigning it to the concerned team.

","20220613 110053  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat83461 target_blankorion alert detailsacode

20220613 105553  solarwinds integration work notes
orion alert has been reactivated

20220613 104052  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat83461 target_blankorion alert detailsacode

20220613 103205  sugandhipriya rangaswamy work notes
out of scope for service desk hence assigning it to the concerned team

"
