Region,Category,Country,Group,Summary,TSC,Date,Type,Cleaned_Column
AM,Email,United States,Deskside,JLL Outlook search / email history issue,Y,25-10-2022,Incident,          jll outlook search  email history issue
AM,Laptop,United States,Deskside,JLL Laptop - unable to set your time and time zone,Y,03-10-2022,Incident,jll laptop  unable to set your time and time zone
AM,M365,Canada,Deskside,Microsoft Teams - O365 Application Issues.,Y,04-10-2022,Incident,        microsoft teams  o365 application issues
AM,,United States,Deskside,Word- Issues,Y,03-10-2022,Incident,                                      word issues
AM,Laptop,United States,Deskside,Hardware Issue - Laptop (Audio/system slow),Y,03-10-2022,Incident,       hardware issue  laptop audiosystem slow
AM,Laptop,United States,Deskside,Joseph Granado - Reported Issue - Hardware - Laptop_Desktop,Y,05-10-2022,Incident,joseph granado  reported issue  hardware  la
AM,,United States,Deskside,Chrome - Application Issues.,Y,04-10-2022,Incident,                      chrome  application issues
AM,,United States,Deskside,Local Admin Rights - Unable to install software ,Y,04-10-2022,Incident,  local admin rights  unable to install software 
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,04-10-2022,Incident,                           hardware issue  laptop
AM,,Canada,Deskside,Word - Application Issues.,Y,04-10-2022,Incident,                        word  application issues
AM,,United States,Deskside,Reported Issue - Application - Adobe Acrobat Pro,Y,04-10-2022,Incident,  reported issue  application  adobe acrobat pro
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Audio issues,Y,04-10-2022,Incident,              hardware issue  laptop audio issues
AM,,United States,Deskside,BAC Compliance Checking at Login,Y,04-10-2022,Incident,                  bac compliance checking at login
AM,Email,United States,Deskside,Email - Other reported,Y,05-10-2022,Incident,                            email  other reported
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Performance,Y,17-10-2022,Incident,               hardware issue  laptop performance
AM,Email,United States,Deskside,Outlook (desktop) - Unable to schedule a Teams meeting,Y,07-10-2022,Incident,outlook desktop  unable to schedule a teams 
AM,Network,Canada,Deskside,Network account- MAC issues,Y,04-10-2022,Incident,                       network account mac issues
AM,,United States,Deskside,Reported Issue - Application - Adobe Acrobat Pro,Y,04-10-2022,Incident,  reported issue  application  adobe acrobat pro
AM,Email,United States,Deskside,Microsoft Teams â€“ Unable to schedule a Teams meeting from Outlook,Y,03-10-2022,Incident,microsoft teams â unable to schedule a teams 
AM,Laptop,United States,Deskside,Rachel Stamm - Hardware Issue - Laptop,Y,18-10-2022,Incident,            rachel stamm  hardware issue  laptop
AM,Email,United States,Deskside,Laura MacMorland - Reported Issue - Application - Microsoft Outlook WebMail,Y,04-10-2022,Incident,laura macmorland  reported issue  application
AM,Email,United States,Deskside,Email - Other reported,Y,04-10-2022,Incident,                            email  other reported
AM,Network,United States,Deskside,Internet - Network connectivity issues,Y,10-10-2022,Incident,            internet  network connectivity issues
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,04-10-2022,Incident,                           hardware issue  laptop
AM,Email,United States,Deskside,JLL Outlook   -  MS Teams Add-in missing,Y,05-10-2022,Incident,          jll outlook     ms teams addin missing
AM,,United States,Deskside,Contract Management - New Tool,Y,04-10-2022,Incident,                    contract management  new tool
AM,Access,United States,Deskside,ADO Support - Unable to to access code repository via GIT TFS in visual studio,Y,28-11-2022,Incident,ado support  unable to to access code reposito
AM,Network,United States,Deskside,Reported Issue - Network - VPN,Y,11-10-2022,Incident,                    reported issue  network  vpn
AM,Laptop,Canada,Deskside,Hardware Issue - Laptop Replacement.,Y,05-10-2022,Incident,              hardware issue  laptop replacement
AM,Laptop,United States,Deskside,"Hardware Issue - Laptop Performance, Computer disk is full",Y,11-10-2022,Incident,hardware issue  laptop performance computer d
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Microphone not working after Software update. ,Y,04-10-2022,Incident,hardware issue  laptop microphone not working 
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,20-10-2022,Incident,        reported issue  hardware  laptop_desktop
AM,Laptop,United States,Deskside,Hardware Failure Laptop Battery needs replacing wamjll1v902x2,Y,06-10-2022,Incident,hardware failure laptop battery needs replacing
AM,,United States,Deskside,Excel - Other,Y,04-10-2022,Incident,                                     excel  other
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,04-10-2022,Incident,                           hardware issue  laptop
AM,M365,United States,Deskside,Microsoft Teams - O365 App - Microphone & Video Issues,Y,19-10-2022,Incident,microsoft teams  o365 app  microphone  video
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,05-10-2022,Incident,                           hardware issue  laptop
AM,,United States,Deskside,URGENT JLL : AIR CRE Admin rights issue - application required,Y,03-10-2022,Incident,urgent jll  air cre admin rights issue  appli
AM,Network,United States,Deskside,Network account- Sync  issues,Y,04-10-2022,Incident,                     network account sync  issues
AM,Network,United States,Deskside,JLL Network issues - VPN - Connectivity issues when remote,Y,07-10-2022,Incident,jll network issues  vpn  connectivity issues 
AM,Printer,United States,Deskside,Printer Installation Admin Rights,Y,05-10-2022,Incident,                 printer installation admin rights
AM,,United States,Deskside,Unable to print,Y,03-10-2022,Incident,                                   unable to print
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,06-10-2022,Incident,                           hardware issue  laptop
AM,,United States,Deskside, Adobe Acrobat-  Files Not opening ,Y,11-10-2022,Incident,                adobe acrobat  files not opening 
AP,,Australia,Deskside,Reported Issue - Application - Nitro Pro,Y,03-10-2022,Incident,          reported issue  application  nitro pro
AM,M365,United States,Deskside,Name change from Katty.Ayala to Katty.Campos,Y,04-10-2022,Incident,      name change from kattyayala to kattycampos
AM,M365,United States,Deskside,Microsoft Teams - Unable to Share Screen.,Y,04-10-2022,Incident,         microsoft teams  unable to share screen
AM,,United States,Deskside,Application Issue - Adobe Acrobat Standard,Y,04-10-2022,Incident,        application issue  adobe acrobat standard
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,04-10-2022,Incident,                           hardware issue  laptop
AM,,United States,Deskside,Adobe Acrobat Standard DC - Install ,Y,19-10-2022,Incident,              adobe acrobat standard dc  install 
AP,Windows / OS,Australia,Deskside,Reported Issue - Other / Miscellaneous,Y,06-10-2022,Incident,            reported issue  other  miscellaneous
AP,Hardware,Hong Kong,Deskside,Hardware Issue - RE: Request for repair my PC fan,Y,21-10-2022,Incident, hardware issue  re request for repair my pc fan
AP,,Singapore,Deskside,HB declined but actual invite shows that no one responded,Y,13-10-2022,Incident,hb declined but actual invite shows that no one
AM,Laptop,United States,Deskside,Hardware Issue - Laptop battery installation,Y,20-10-2022,Incident,      hardware issue  laptop battery installation
AP,,Singapore,Deskside,Meeting Invite not showing up,Y,09-10-2022,Incident,                     meeting invite not showing up
AP,Laptop,Singapore,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,04-10-2022,Incident,        reported issue  hardware  laptop_desktop
AP,,Australia,Deskside,Application Issue - JLL Sharepoint Site - Provide URL,Y,11-10-2022,Incident,application issue  jll sharepoint site  provi
AP,Windows / OS,Sri Lanka,Deskside,Reported Issue - Server - Other,Y,04-10-2022,Incident,                   reported issue  server  other
AP,,India,Deskside,Application Issues,Y,07-10-2022,Incident,                                application issues
AP,Hardware,India,Deskside,Hardware Troubleshooting,Y,18-10-2022,Incident,                          hardware troubleshooting
AP,,India,Deskside,Reported Issue - Application - ProHance,Y,05-10-2022,Incident,           reported issue  application  prohance
AP,Email,India,Deskside,Email Issues,Y,05-10-2022,Incident,                                      email issues
AM,Laptop,United States,Deskside,HARD DOWN- Laptop not restarting,Y,10-10-2022,Incident,                  hard down laptop not restarting
AM,Windows / OS,United States,Deskside,Kimberley Houzz-WebEx Meetings - Meeting Audio Errors,Y,13-10-2022,Incident,kimberley houzzwebex meetings  meeting audio 
AM,M365,United States,Deskside,Microsoft Teams â€“ Teams is slow or unusable,Y,04-10-2022,Incident,     microsoft teams â teams is slow or unusable
AM,Email,United States,Deskside,"Outlook (desktop) -  Error: ""Trusted platform has malfunctioned""",Y,05-10-2022,Incident,outlook desktop   error trusted platform h
AM,,United States,Deskside,Local Admin Rights - Re-instate local admin rights to PC,Y,12-10-2022,Incident,local admin rights  reinstate local admin rig
AM,Access,United States,Deskside,Drive -  Access issues,Y,06-10-2022,Incident,                            drive   access issues
AM,Laptop,United States,Deskside,URGENT Hardware Issue - Laptop Performance No operating system was found on this system,Y,11-10-2022,Incident,urgent hardware issue  laptop performance no o
AM,Email,United States,Deskside,Microsoft Outlook WebMail - Java Error Received,Y,05-10-2022,Incident,   microsoft outlook webmail  java error received
AM,Access,United States,Deskside,eellsfergo - Virtual Desktop Access Issues,Y,14-10-2022,Incident,        eellsfergo  virtual desktop access issues
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,11-10-2022,Incident,                           hardware issue  laptop
AM,Network,United States,Deskside,Network Drive - Other Issue,Y,04-10-2022,Incident,                       network drive  other issue
AM,M365,United States,Deskside,MS Teams- Program noises issues,Y,04-10-2022,Incident,                   ms teams program noises issues
AM,Windows / OS,Mexico,Deskside,Active Directory â€“ Error domain single sign on,Y,06-10-2022,Incident,  active directory â error domain single sign on
AM,Network,United States,Deskside,Internet - Network connectivity issues,Y,06-10-2022,Incident,            internet  network connectivity issues
AM,M365,United States,Deskside,Reported Issue - Application - Microsoft Teams - Telecom Audio/Conf/Video features,Y,06-10-2022,Incident,reported issue  application  microsoft teams 
AM,Printer,United States,Deskside,Reported Issue - Hardware - Printer,Y,06-10-2022,Incident,               reported issue  hardware  printer
AM,Laptop,Canada,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,05-10-2022,Incident,        reported issue  hardware  laptop_desktop
AM,,United States,Deskside,Reported Issue - Other / Miscellaneous,Y,05-10-2022,Incident,            reported issue  other  miscellaneous
AM,Laptop,United States,Deskside,Ali Otting - Hardware Issue - Laptop Performance,Y,15-10-2022,Incident,  ali otting  hardware issue  laptop performance
AM,,United States,Deskside,Reported Issue - Application - Adobe Creative Cloud Suite,Y,05-10-2022,Incident,reported issue  application  adobe creative c
AM,Email,Canada,Deskside,Outlook - Meeeting Conflict error,Y,05-10-2022,Incident,                 outlook  meeeting conflict error
AM,Email,United States,Deskside,Outlook (desktop) - Issues / Teams Add-in  issues,Y,05-10-2022,Incident, outlook desktop  issues  teams addin  issues
AM,Email,United States,Deskside,Outlook - Application Issues,Y,05-10-2022,Incident,                      outlook  application issues
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,05-10-2022,Incident,                           hardware issue  laptop
AM,,United States,Deskside,Application Issue - CITRIX Receiver,Y,04-10-2022,Incident,               application issue  citrix receiver
AM,Network,Canada,Deskside,Network Drive - Other Issue,Y,07-10-2022,Incident,                       network drive  other issue
AM,,United States,Deskside,Software - Admin rights needed to install MS Project,Y,17-10-2022,Incident,software  admin rights needed to install ms pr
AM,Network,United States,Deskside,Internet - Need to have network placed on the new equipment,Y,21-10-2022,Incident,internet  need to have network placed on the n
AM,Email,United States,Deskside,Outlook - Organization's policies error message - PST Related,Y,18-10-2022,Incident,outlook  organizations policies error message
AM,Windows / OS,United States,Deskside,VPN - Folders Issues.,Y,11-10-2022,Incident,                             vpn  folders issues
AM,M365,United States,Deskside,"Software - Unable to change computer's time zone, admin credentials needed",Y,05-10-2022,Incident,software  unable to change computers time zon
AM,Windows / OS,United States,Deskside,Tim Rosendahl - Mac - Computer Issues,Y,06-10-2022,Incident,             tim rosendahl  mac  computer issues
AM,,United States,Deskside,PeopleSoft Expenses - Direct Deposit Issues.,Y,06-10-2022,Incident,      peoplesoft expenses  direct deposit issues
AM,Laptop,United States,Deskside,Susan Ertel-JLL Hardware Issue - Laptop Performance Repetetive issue  -Replacement / fix needed,Y,07-10-2022,Incident,susan erteljll hardware issue  laptop perform
AM,Network,United States,Deskside,Internet - Network connectivity issues,Y,05-10-2022,Incident,            internet  network connectivity issues
AM,Network,United States,Deskside,Jennifer Cheng-Network issues - VPN - Connectivity,Y,04-10-2022,Incident,jennifer chengnetwork issues  vpn  connectivity
AM,Network,United States,Deskside,Network Account - Off Network Computer Login issues ,Y,05-10-2022,Incident,network account  off network computer login is
AM,,United States,Deskside,Reported Issue - Other / Miscellaneous,Y,20-10-2022,Incident,            reported issue  other  miscellaneous
AM,Windows / OS,United Kingdom,Deskside,"Software - ""Windows - Application Error"" message received when the computer starts",Y,01-11-2022,Incident,software  windows  application error messag
AM,,United States,Deskside,Excel - Other,Y,10-10-2022,Incident,                                     excel  other
AM,Email,United States,Deskside,Outlook (desktop) - Application Issues.,Y,07-10-2022,Incident,           outlook desktop  application issues
AM,M365,United States,Deskside,Reported Issue - Application - Microsoft Teams - Telecom Audio/Conf/Video features,Y,07-10-2022,Incident,reported issue  application  microsoft teams 
AM,Email,United States,Deskside,Outlook- Access issues,Y,06-10-2022,Incident,                            outlook access issues
AM,Access,United States,Deskside,PWC - Access Issues.,Y,07-12-2022,Incident,                              pwc  access issues
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,17-10-2022,Incident,        reported issue  hardware  laptop_desktop
AM,Printer,United States,Deskside,Hardware Issue - Printer,Y,04-10-2022,Incident,                          hardware issue  printer
AM,,United States,Deskside,Adobe Acrobat Pro -  Installation issues / Assistance,Y,05-10-2022,Incident,adobe acrobat pro   installation issues  assi
AM,Hardware,United States,Deskside,Hardware Issue - Computer Slow,Y,06-10-2022,Incident,                    hardware issue  computer slow
AM,Network,United States,Deskside,Jeryn Snow-Network - WiFi Issues,Y,05-10-2022,Incident,                  jeryn snownetwork  wifi issues
AM,Windows / OS,United States,Deskside,Shipped Swap - Kristen Tomins - Windows 10 issues - Blue Screen (BSOD),Y,21-12-2022,Incident,shipped swap  kristen tomins  windows 10 issu
AM,Windows / OS,United States,Deskside,Application Issue - Web Browser,Y,11-10-2022,Incident,                   application issue  web browser
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,05-10-2022,Incident,        reported issue  hardware  laptop_desktop
AM,,United States,Deskside,Adobe Acrobat Pro -  Installation issues / Assistance,Y,10-10-2022,Incident,adobe acrobat pro   installation issues  assi
AM,Laptop,United States,Deskside,Hardware Issue - Laptop (Battery/Warranty),Y,05-10-2022,Incident,        hardware issue  laptop batterywarranty
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,05-10-2022,Incident,                           hardware issue  laptop
AM,Laptop,,Deskside,Hardware Issue - Laptop Performance,Y,05-10-2022,Incident,               hardware issue  laptop performance
AM,,United States,Deskside,Adobe Creative Cloud - Installation Request.,Y,06-10-2022,Incident,      adobe creative cloud  installation request
AM,Access,United States,Deskside,SharePoint - Access Issues,Y,10-10-2022,Incident,                        sharepoint  access issues
AM,Network,United States,Deskside,Network Account - Off Network Computer Login Issue,Y,04-10-2022,Incident,network account  off network computer login issue
AM,Windows / OS,United States,Deskside,Software Changes Are Required By Your IT Department,Y,05-10-2022,Incident,software changes are required by your it depart
AM,,United States,Deskside,Security Concern,Y,07-10-2022,Incident,                                  security concern
AP,Laptop,Singapore,Deskside,Laptop screen brightness issue.,Y,05-10-2022,Incident,                   laptop screen brightness issue
AP,Laptop,Hong Kong,Deskside,Hardware Issue - Laptop Mouse,Y,23-10-2022,Incident,                     hardware issue  laptop mouse
AP,,Singapore,Deskside,PDF Docs: Out of Memory,Y,13-10-2022,Incident,                           pdf docs out of memory
AP,Laptop,China,Deskside,Hardware Issue - Laptop Memory,Y,05-10-2022,Incident,                    hardware issue  laptop memory
AP,Laptop,Hong Kong,Deskside,Hardware Issue - Laptop Keyboard,Y,10-10-2022,Incident,                  hardware issue  laptop keyboard
AP,,China,Deskside,Application Issue - McAfee Endpoint Security - Antivirus (ENS) - Acrobat Reader cannot open,Y,08-11-2022,Incident,application issue  mcafee endpoint security  
AP,Access,Canada,Deskside,Wireless Keyboard/Mouse accessories not detected,Y,05-10-2022,Incident,  wireless keyboardmouse accessories not detected
AP,Laptop,Hong Kong,Deskside,Hardware Issue - Laptop,Y,06-10-2022,Incident,                           hardware issue  laptop
AP,Windows / OS,Australia,Deskside,Windows 10 issues (OS issues only),Y,11-10-2022,Incident,                windows 10 issues os issues only
AP,Laptop,Australia,Deskside,Hardware Issue - Laptop Performance,Y,06-10-2022,Incident,               hardware issue  laptop performance
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Not starting,Y,06-10-2022,Incident,              hardware issue  laptop not starting
AP,Windows / OS,India,Deskside,Windows Troubleshooting,Y,07-10-2022,Incident,                           windows troubleshooting
AM,,United States,Deskside,VPN,Y,05-10-2022,Incident,                                               vpn
AM,Network,United States,Deskside,Carol Robards - Network issues - VPN - Connectivity,Y,07-10-2022,Incident,carol robards  network issues  vpn  connecti
AP,Hardware,India,Deskside,Hardware Troubleshooting,Y,20-10-2022,Incident,                          hardware troubleshooting
AM,,United States,Deskside,Chris Vimarco -  CyberArk Endpoint Privilege Manager -  Installation,Y,10-10-2022,Incident,chris vimarco   cyberark endpoint privilege ma
AM,Email,Canada,Deskside,MS Teams â€“ Unable to schedule a Teams meeting from Outlook,Y,06-10-2022,Incident,ms teams â unable to schedule a teams meeting
AM,M365,United States,Deskside,Application Admin Rights Issue - Application - Microsoft SQL Server,Y,12-10-2022,Incident,application admin rights issue  application  
AM,,United States,Deskside,Local Admin Rights - Unable to install applications,Y,21-10-2022,Incident,local admin rights  unable to install applicat
AM,Email,United States,Deskside,"Outlook - Inbox not updating / ""Need Password"" message",Y,05-10-2022,Incident,outlook  inbox not updating  need password 
AM,,United States,Deskside,Steve Farashian - Reported Issue - Application - Archibus,Y,24-10-2022,Incident,steve farashian  reported issue  application 
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Not starting,Y,21-10-2022,Incident,              hardware issue  laptop not starting
AM,M365,Canada,Deskside,Reported Issue - Application - Microsoft Office,Y,06-10-2022,Incident,   reported issue  application  microsoft office
AM,Network,United States,Deskside,HARD DOWN - Network Account - Off Network Computer Login Issue - URGENT!,Y,07-10-2022,Incident,hard down  network account  off network compu
AM,,Canada,Deskside,WebEx Meetings - Application Issues,Y,19-10-2022,Incident,               webex meetings  application issues
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Monitor,Y,06-10-2022,Incident,                   hardware issue  laptop monitor
AM,Email,United States,Deskside,Krunal Patel1 - Reported Issue - Application - Outlook (desktop),Y,07-10-2022,Incident,krunal patel1  reported issue  application  
AM,Laptop,United States,Deskside,Mike Molnar - Hardware Issue - Laptop,Y,06-10-2022,Incident,             mike molnar  hardware issue  laptop
AM,Email,United States,Deskside,Outlook - Issues ,Y,11-10-2022,Incident,                                 outlook  issues 
AM,,United States,Deskside,Software Center updates failing,Y,13-10-2022,Incident,                   software center updates failing
AM,Network,United States,Deskside,Reported Issue - Network - Other,Y,18-10-2022,Incident,                  reported issue  network  other
AM,Windows / OS,United States,Deskside,Jessie Cintron - Windows 10 - Power Button Issues,Y,10-10-2022,Incident, jessie cintron  windows 10  power button issues
AM,M365,United States,Deskside,Kris Lacey - App Issue - MS Teams - Audio Conferencing issues,Y,28-10-2022,Incident,kris lacey  app issue  ms teams  audio confe
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Performance,Y,07-10-2022,Incident,               hardware issue  laptop performance
AM,Email,United States,Deskside,Delilah Jackson - Software /  MS Teams & Outlook - Applications not connecting,Y,11-10-2022,Incident,delilah jackson  software   ms teams  outloo
AM,Laptop,United States,Deskside,"Hardware Issue - Laptop Performance issues: crashes, freezes an latency issues",Y,05-01-2023,Incident,hardware issue  laptop performance issues cra
AM,,United States,Deskside,PC Error,Y,28-10-2022,Incident,                                          pc error
AM,Windows / OS,United States,Deskside,"Software - ""Windows - Application Error"" message received when the computer starts",Y,12-10-2022,Incident,software  windows  application error messag
AM,Laptop,United States,Deskside,Hardware Issue - Laptop microphone issues,Y,10-10-2022,Incident,         hardware issue  laptop microphone issues
AM,Laptop,United States,Deskside,Hardware Issue - Laptop battery issues,Y,25-11-2022,Incident,            hardware issue  laptop battery issues
AM,Email,United States,Deskside,Outlook - Lost emails prior September 2022,Y,03-11-2022,Incident,        outlook  lost emails prior september 2022
AM,Email,United States,Deskside,Outlook for Mac - Emails to certain external users are being sent 7 to 10 times,Y,25-10-2022,Incident,outlook for mac  emails to certain external us
AM,Network,United States,Deskside,Internet - Network connectivity issues,Y,05-10-2022,Incident,            internet  network connectivity issues
AM,Email,United States,Deskside,Outlook / Microsoft Teams -  Add-in missing,Y,06-10-2022,Incident,       outlook  microsoft teams   addin missing
AM,Email,United States,Deskside,Outlook  /Microsoft Teams -  Add-in missing,Y,06-10-2022,Incident,       outlook  microsoft teams   addin missing
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Performance LCD Flicker issue replace with  Sertag- 9QRNQ13,Y,19-10-2022,Incident,hardware issue  laptop performance lcd flicker
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Performance,Y,07-10-2022,Incident,               hardware issue  laptop performance
AM,Windows / OS,United States,Deskside,ProCalc Download/Installation     [ ref:_00D0bDoLi._5005a2GXwy7:ref ],Y,05-10-2022,Incident,procalc downloadinstallation      ref_00d0bd
AM,Windows / OS,United States,Deskside,Reported Issue - Application - Windows 10,Y,17-10-2022,Incident,         reported issue  application  windows 10
AM,Laptop,United States,Deskside,Westley DedeJr - Hardware Issue - Laptop,Y,10-10-2022,Incident,          westley dedejr  hardware issue  laptop
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Screen with Circle Bubble,Y,20-10-2022,Incident, hardware issue  laptop screen with circle bubble
AM,,United States,Deskside,Software - Unable to uninstall and reinstall Cisco software / Admin credentials required. ,Y,20-10-2022,Incident,software  unable to uninstall and reinstall ci
AM,Laptop,United States,Deskside,Hardware Issue - Laptop - Battery,Y,18-10-2022,Incident,                 hardware issue  laptop  battery
AM,,United States,Deskside,Local Admin Rights - Unable to install applications,Y,11-10-2022,Incident,local admin rights  unable to install applicat
AM,Windows / OS,United States,Deskside,James Chandler - Software Issues - Portable Devices Issues.,Y,10-10-2022,Incident,james chandler  software issues  portable dev
AM,,Canada,Deskside,Software Issues - Cannot reduce photo size in bulk,Y,10-10-2022,Incident,software issues  cannot reduce photo size in bulk
AM,Windows / OS,United States,Deskside,Software  - Windows - Application error message received after rebooting the computer,Y,05-10-2022,Incident,software   windows  application error message
AM,,United States,Deskside,Adobe Acrobat Pro - Software Issues.,Y,07-10-2022,Incident,              adobe acrobat pro  software issues
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Admin Rights.,Y,07-11-2022,Incident,             hardware issue  laptop admin rights
AM,Email,United States,Deskside,Email - Issue with Calendar access or Delegation reported,Y,07-10-2022,Incident,email  issue with calendar access or delegatio
AM,Access,United States,Deskside,Reported Issue - Application - Access (desktop),Y,25-10-2022,Incident,   reported issue  application  access desktop
AM,Laptop,Canada,Deskside,HEIC Photos Not Readable On Laptop,Y,06-10-2022,Incident,                heic photos not readable on laptop
AM,Email,United States,Deskside,Outlook  Desktop - Search feature not working properly.,Y,11-10-2022,Incident,outlook  desktop  search feature not working p
AM,,United States,Deskside,Reported Issue - Application - Client Banking Account,Y,11-10-2022,Incident,reported issue  application  client banking a
AM,,United States,Deskside,Excel add-in install / Admin rights needed,Y,10-10-2022,Incident,        excel addin install  admin rights needed
AM,,United States,Deskside,Reported Issue - Other / Miscellaneous,Y,06-10-2022,Incident,            reported issue  other  miscellaneous
AM,Windows / OS,United States,Deskside,BAC Drive Mapping - Issues.,Y,07-10-2022,Incident,                       bac drive mapping  issues
AM,Email,United States,Deskside,Outlook Issues- receiving  sync errors,Y,05-10-2022,Incident,            outlook issues receiving  sync errors
AM,,United States,Deskside,Admin rights - FortiClient,Y,06-10-2022,Incident,                        admin rights  forticlient
AM,Network,United States,Deskside,Network issues - VPN - Connectivity issues / Umbrella is inactive,Y,10-10-2022,Incident,network issues  vpn  connectivity issues  um
AM,Network,United States,Deskside,Network issues - VPN - Connectivity,Y,06-10-2022,Incident,               network issues  vpn  connectivity
AP,Laptop,Australia,Deskside,Hardware Issue - Laptop Performance - work related video links (or Youtube) it just continues to buffer,Y,11-10-2022,Incident,hardware issue  laptop performance  work rela
AM,Email,United States,Deskside,Outlook - Access Issues ,Y,06-10-2022,Incident,                          outlook  access issues 
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Issues,Y,07-10-2022,Incident,                    hardware issue  laptop issues
AM,,United States,Deskside,JLL Admin Rights iOffice Autocad plugin ,Y,14-10-2022,Incident,          jll admin rights ioffice autocad plugin 
AM,Email,United States,Deskside,Outlook issue,Y,07-10-2022,Incident,                                     outlook issue
AM,Access,United States,Deskside,Hardware Issue - Accessories,Y,21-10-2022,Incident,                      hardware issue  accessories
AM,Windows / OS,United States,Deskside,Application Issue - Adobe Acrobat or Nitro PDF,Y,12-10-2022,Incident,    application issue  adobe acrobat or nitro pdf
AM,Windows / OS,United States,Deskside,Name change from Catherine.Laster to Cat.Laster,Y,17-10-2022,Incident,   name change from catherinelaster to catlaster
AM,,United States,Deskside,users pc is unable to connevt to the internet even when othe devices are online ,Y,06-10-2022,Incident,users pc is unable to connevt to the internet e
AP,Network,Australia,Deskside,"Network Issues - Trying to install fibre at JLL project at client site SGK 1 inovation road mcquarry park, needs admin rights",Y,12-10-2022,Incident,network issues  trying to install fibre at jll
AP,Laptop,Australia,Deskside,Hardware Issue - Laptop - Automatic repair blue screen,Y,11-10-2022,Incident,hardware issue  laptop  automatic repair blue
AP,Email,Australia,Deskside,Outlook Performance Issue,Y,09-10-2022,Incident,                         outlook performance issue
AP,Laptop,Australia,Deskside,Hardware Issue - Laptop Performance - trust relationship error,Y,14-11-2022,Incident,hardware issue  laptop performance  trust rel
AM,Email,United States,Deskside,Email - Issue with Calendar access or Delegation reported,Y,26-10-2022,Incident,email  issue with calendar access or delegatio
AP,Email,China,Deskside,Outlook - Group Issue,Y,06-10-2022,Incident,                             outlook  group issue
AP,Email,Philippines,Deskside,Email - Slowness reported,Y,06-10-2022,Incident,                         email  slowness reported
AP,,Australia,Deskside,Reported Issue - Application - Nitro Pro,Y,06-10-2022,Incident,          reported issue  application  nitro pro
AP,Laptop,Hong Kong,Deskside,Hardware Issue - Laptop,Y,12-10-2022,Incident,                           hardware issue  laptop
AP,,China,Deskside,Application Issue - Adobe Acrobat or Nitro PDF - Unable to see the PDF document,Y,06-10-2022,Incident,application issue  adobe acrobat or nitro pdf 
AP,,India,Deskside,Application Issue,Y,06-11-2022,Incident,                                 application issue
AP,M365,India,Deskside,Application issue - MS Office,Y,08-11-2022,Incident,                     application issue  ms office
AP,Active Directory,China,Deskside,Frequent Lock Out,Y,07-10-2022,Incident,                                 frequent lock out
AM,Email,United States,Deskside,Email - Other reported,Y,07-10-2022,Incident,                            email  other reported
AP,Network,India,Deskside,Network Issues,Y,06-10-2022,Incident,                                    network issues
AP,Windows / OS,India,Deskside,Windows Troubleshooting,Y,07-10-2022,Incident,                           windows troubleshooting
AM,Laptop,United States,Deskside,Andy Corno - Hardware Issue - Laptop,Y,02-11-2022,Incident,              andy corno  hardware issue  laptop
AM,,United States,Deskside,PowerPoint -  Restore a previous version of a file,Y,07-10-2022,Incident,powerpoint   restore a previous version of a file
AM,Windows / OS,Canada,Deskside,Reported Issue - Other / Miscellaneous,Y,07-10-2022,Incident,            reported issue  other  miscellaneous
AP,,Australia,Deskside,Reported Issue - Other / Miscellaneous,Y,09-10-2022,Incident,            reported issue  other  miscellaneous
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Performance,Y,06-10-2022,Incident,               hardware issue  laptop performance
AM,Hardware,United States,Deskside,Hardware Issue - Monitor,Y,07-10-2022,Incident,                          hardware issue  monitor
AM,,United States,Deskside,Anne McDermott - Application Issue - Web Browser,Y,19-10-2022,Incident,  anne mcdermott  application issue  web browser
AM,Network,United States,Deskside,Network Drive - Other Issue,Y,07-10-2022,Incident,                       network drive  other issue
